"id","TITLE","AUTHOR","ACCESSION NO.","CALL NUMBER","DATE ACQUIRED","SUMMARY","KEYWORDS","General_Category","Sub_Category","cover_image_url","Like","Dislike","date_added","status"
"2075","med express v.12 overcoming weight problem",,"824419pl","PL615.535 M66 2005",,"""Med Express v.12: Overcoming Weight Problem"" offers a comprehensive guide to tackling weight management issues through a combination of medical insights, practical strategies, and lifestyle adjustments. The book emphasizes a holistic approach, integrating nutrition, exercise, and mental well-being, while addressing common challenges and misconceptions about weight loss. With expert advice and real-life success stories, it aims to empower readers to achieve sustainable health goals.","Weight management, Nutrition, Exercise, Mental well-being, Holistic approach","Non-Fiction",,"assets/Non-Fiction.png","45","20","0000-00-00","available"
"2076","med express v.2 overcoming backache",,"824409pl","PL615.535 M66 2005",,"med express v.2 overcoming backache offers practical guidance and expert advice on managing and alleviating back pain. it covers range of techniques, including exercises, lifestyle changes, and medical treatments, aiming to empower readers with the knowledge to effectively address and prevent backache.","backache, exercises, lifestyle changes, medical treatments, pain management","Non-Fiction",,"assets/Non-Fiction.png","14","13","0000-00-00","available"
"2077","med express v.3 overcoming cold flu",,"824410pl","PL615.535 M66 2005",,"'med express v.3 overcoming cold flu' offers comprehensive guide on understanding, preventing, and effectively treating cold and flu symptoms. it combines medical insights with practical advice on boosting immunity, home remedies, and when to seek professional help. the book emphasizes holistic approach to health, encouraging lifestyle changes and natural therapies alongside conventional medicine.","cold, flu, immunity, home remedies, holistic approach","Non-Fiction",,"assets/Non-Fiction.png","22","17","0000-00-00","available"
"2078","med express v.4 overcoming digestive problems",,"824411pl","PL615.535 M66 2005",,"med express v.4: overcoming digestive problems offers comprehensive guide to understanding and managing various digestive issues. it provides practical advice on lifestyle changes, dietary adjustments, and medical treatments that can help alleviate symptoms and improve overall digestive health. the book serves as valuable resource for people seeking to enhance their well-being through informed decision-making and proactive management of their digestive concerns.","digestive health, lifestyle changes, dietary adjustments, medical treatments, symptom alleviation","Non-Fiction",,"assets/Non-Fiction.png","38","17","0000-00-00","available"
"2079","med express v.5 overcoming fatigue",,"824412pl","PL615.535 M66 2005",,"""Med Express v.5 Overcoming Fatigue"" explores strategies and techniques to combat fatigue, blending scientific insights with practical advice. The book delves into the physiological and psychological causes of fatigue and offers actionable solutions for improving energy levels, productivity, and overall well-being. Designed for both healthcare professionals and individuals seeking to enhance their vitality, it provides a comprehensive guide to understanding and managing fatigue effectively.","Fatigue, Energy, Productivity, Well-being, Strategies","Non-Fiction",,"assets/Non-Fiction.png","40","20","0000-00-00","available"
"2080","med express v.6 overcoming female discredits",,"824413pl","PL615.535 M66 2005",,"""Med Express V.6: Overcoming Female Discredits"" explores the persistent challenges and biases faced by women in the medical field. Through a combination of personal narratives, historical analysis, and expert insights, the book examines the systemic obstacles that discredit female professionals and offers strategies for overcoming these barriers. It empowers readers with practical tools to navigate and challenge gender-based discrimination, ultimately advocating for a more equitable and inclusive healthcare environment.","gender bias, medical field, female professionals, discrimination, equity","Non-Fiction",,"assets/Non-Fiction.png","25","18","0000-00-00","available"
"2081","med express v.7 overcoming headache",,"824414pl","PL615.535 M66 2005",,"""Med Express v.7 Overcoming Headache"" offers a comprehensive guide to understanding and managing headaches. It covers various types of headaches, their causes, and symptoms while providing effective strategies and treatments to alleviate and prevent them. The book combines medical insights with practical advice, aiming to empower readers to take control of their headache-related issues and improve their quality of life.","headaches, causes, symptoms, treatments, prevention","Non-Fiction",,"assets/Non-Fiction.png","39","20","0000-00-00","available"
"2082","med express v.8 overcoming insomnia",,"824415pl","PL615.535 M66 2005",,"med express v.8 overcoming insomnia is comprehensive guide that addresses the challenges of insomnia, offering practical solutions and insights. the book explores various causes of insomnia, examines its impact on health, and provides strategies to improve sleep quality. readers are guided through lifestyle changes, sleep hygiene practices, and potential medical treatments to help them achieve restful sleep.","Insomnia, Sleep Quality, Sleep Hygiene, Lifestyle Changes, Medical Treatments","Non-Fiction",,"assets/Non-Fiction.png","25","14","0000-00-00","available"
"2083","med express v.9 overcoming skin problems",,"824416pl","PL615.535 M66 2005",,"'med express v.9 overcoming skin problems' is comprehensive guide focused on addressing various skin issues. it offers practical advice, effective treatments, and preventive measures to help individuals manage and improve their skin health. the book combines medical expertise with user-friendly tips to empower readers in overcoming common and complex skin conditions.","skin care, treatments, preventive measures, medical expertise, skin conditions","Non-Fiction",,"assets/Non-Fiction.png","21","16","0000-00-00","available"
"2084","med express:",,,,,"""Med Express"" explores the rapid evolution of healthcare delivery through the lens of urgent care and telemedicine. It delves into the transformation of patient experiences, the challenges and benefits of accessible medical services, and the implications for traditional healthcare systems. The book offers insights into how technology and innovation are reshaping the landscape of medical care, aiming to make it more efficient and patient-centered.","Urgent care, Telemedicine, Healthcare innovation, Patient-centered, Traditional healthcare","Non-Fiction",,"assets/Non-Fiction.png","26","12","0000-00-00","available"
"2085","medical health encyclopedia",,"612073pl","KH610 M468 1996",,"the 'medical health encyclopedia' is comprehensive reference guide that offers detailed information on wide range of medical conditions, health topics, and wellness advice. it serves as an invaluable resource for both medical professionals and the general public, providing clear explanations, symptoms, and treatments for various diseases, alongside guidelines for maintaining healthy lifestyle.","medical conditions, health topics, wellness advice, symptoms, treatments","Non-Fiction",,"assets/Non-Fiction.png","25","19","0000-00-00","available"
"2086","medicine, money, morals: physicians conflict of interest","rodwin, marc","1658kh","KH174.20973 R619m 1993","6/6/1998","medicine, money, morals: physicians' conflict of interest by marc rodwin examines the ethical dilemmas faced by physicians who must balance their professional duties with financial incentives. the book explores how conflicts of interest can impact patient care and the integrity of the healthcare system. rodwin provides an in-depth analysis of the historical, legal, and economic factors that contribute to these conflicts, offering potential solutions to mitigate their effects.","Physicians, Conflicts of Interest, Ethics, Patient Care, Healthcare System","Non-Fiction",,"assets/Non-Fiction.png","21","13","0000-00-00","available"
"2087","medicine, yesterday today tomorrow","fradin, dennis","2296kh","KH610 F851m 1989",,"medicine, yesterday, today tomorrow by dennis fradin explores the evolution of medical practices from ancient times to the present and speculates on future advancements. the book highlights significant milestones and innovations in medicine, profiles key figures in medical history, and examines the impact of technology on healthcare.","medical history, innovations, technology, healthcare, future advancements","Non-Fiction",,"assets/Non-Fiction.png","17","19","0000-00-00","available"
"2088","meditations for soul realization","sui, choa kok","28133plfd/ 27962plfd","KH(fil) 291.43 Su37m 2000","23-Oct-04","meditations for soul realization by choa kok sui is comprehensive guide that explores various meditation techniques designed to enhance spiritual growth and self-realization. the book delves into the principles of energy healing and the chakra system, providing practical exercises to help readers connect with their higher selves and achieve inner peace. it emphasizes the importance of regular meditation practice in cultivating deeper understanding of one's purpose and the universe.","meditation, spiritual growth, chakra system, energy healing, inner peace","Non-Fiction",,"assets/Non-Fiction.png","29","18","0000-00-00","available"
"2089","memoirs of elpidio quirino","quirino elpidio","2655kh","KH959.9052 Q82m 1990","6-Jun-97","memoirs of elpidio quirino is an autobiographical account that delves into the life and political career of elpidio quirino, the sixth president of the philippines. the memoir provides insights into his personal experiences, the challenges he faced, and his contributions to the nation during his presidency in the post-world war ii era. it highlights his efforts in rebuilding the philippines, his dedication to public service, and his vision for the country's future.","Elpidio Quirino, autobiography, Philippines, presidency, post-World War II.","History",,"assets/History.png","12","19","0000-00-00","available"
"2090","memoirs of general artemio ricarte","roces, alejandro","2641kh","KH959.9015 R357m 1992","6-Jun-97","memoirs of general artemio ricarte by alejandro roces is an autobiographical account of the life and experiences of general artemio ricarte, prominent figure in the philippine revolution against spanish colonial rule and the subsequent philippine-american war. the memoir delves into ricarte's steadfast patriotism, his military strategies, and his unwavering commitment to the cause of philippine independence, showcasing his role as national hero and his enduring legacy in the fight for freedom.","Artemio Ricarte, Philippine Revolution, patriotism, independence, colonial rule","History",,"assets/History.png","25","19","0000-00-00","available"
"2091","memorable roasts: traditional fare",,"1325kh","KH641.71 M519 1993","4/6/1997","memorable roasts: traditional fare is culinary exploration that delves into the art of preparing classic roast dishes. it offers collection of time-honored recipes, tips, and techniques to help both novice and experienced cooks master the perfect roast. the book emphasizes the importance of quality ingredients and traditional methods, while also providing insights into the cultural significance of these beloved meals.","Roast, Recipes, Techniques, Ingredients, Traditional","Culinary",,"assets/Culinary.png","39","10","0000-00-00","available"
"2092","menopause: make it easy","sundquist, kendra","1242kh","KH612.665 Su72m 1992","4/6/1997","menopause: make it easy by kendra sundquist is practical guide that empowers women to navigate menopause with confidence and ease. the book offers valuable insights into the physiological and emotional changes that occur during menopause, providing tips and strategies for managing symptoms. it emphasizes the importance of self-care, healthy lifestyle choices, and embracing this natural stage of life with positivity.","menopause, self-care, lifestyle, symptoms, empowerment","Non-Fiction",,"assets/Non-Fiction.png","32","11","0000-00-00","available"
"2093","merriam websters rules of order","rozakis, lauries","1716kh","KH060.42 R817m 1994","4/6/1997","merriam websters rules of order by laurie rozakis serves as comprehensive guide to conducting orderly and effective meetings. the book provides clear instructions on parliamentary procedures, offering practical advice to ensure smooth decision-making processes. it covers essential topics such as setting agendas, handling motions, and facilitating discussions, making it an indispensable resource for anyone involved in organizing or participating in meetings.","parliamentary procedures, meetings, agendas, motions, discussions","Law",,"assets/Law.png","37","14","0000-00-00","available"
"2094","mga akdang pampanitikan sa tuluyan","rizal, jose p.","2688kh","KH899.211 R538a 1961","6-Jun-97","agrarian reform law: comprehensive law 1988 by venerando agustin provides an in-depth analysis of the 1988 agrarian reform legislation, exploring its legal framework, implementation strategies, and impact on land distribution and rural development. the book examines the historical context and the socio-economic implications of the reform, aiming to address land inequality and improve the livelihoods of rural communities.","agrarian reform, 1988 legislation, land distribution, rural development, land inequality","Law",,"assets/Law.png","49","12","0000-00-00","available"
"2095","mga alamat at kuwentong bayan","nem singh, alfredo c.","880486 pl","PL398.209 599 N34a 2010","24-Sep-13","mga alamat at kuwentong bayan by nem singh and alfredo c. is collection of traditional filipino myths and folklore. the book explores various tales passed down through generations, capturing the rich cultural heritage and storytelling traditions of the philippines. these stories often convey moral lessons, reflect societal values, and explain natural phenomena through imaginative narratives.","Filipino folklore, myths, storytelling, cultural heritage, moral lessons","Fiction",,"assets/Fiction.png","14","11","0000-00-00","available"
"2096","mga anak ng tangway sa rebolusyong pilipino","calairo, emmanuel","601875 pl","KH 959.91421 C125a 1996",,"mga anak ng tangway sa rebolusyong pilipino by emmanuel calairo delves into the roles and contributions of the people from the peninsula during the philippine revolution. the book offers detailed historical account, highlighting the collective and individual efforts of local heroes and communities in the fight for independence against colonial forces. through extensive research and narrative storytelling, calairo sheds light on lesser-known aspects of the revolution, emphasizing the regional dynamics and the patriotic fervor of the filipinos in this crucial period.","Philippine Revolution, local heroes, independence, colonial forces, regional dynamics","History",,"assets/History.png","29","10","0000-00-00","available"
"2097","mga bugtong at salawikain para sa bagong henerasyon","tica, nimnod ebenezer c.","880931 pl","PL398.6 M579 2002","24-Sep-13","mga bugtong at salawikain para sa bagong henerasyon by nimnod ebenezer c. tica is collection of traditional filipino riddles bugtong and proverbs salawikain curated for the modern generation. the book aims to preserve and pass on cultural heritage by engaging young readers with timeless wisdom and wit that reflect filipino values and life lessons.","Filipino, riddles, proverbs, cultural heritage, wisdom","Children",,"assets/Children.png","49","19","0000-00-00","available"
"2098","mga dakilang pilipino",,"2693kh","KH959.9092 D149 19--","6-Jun-97","mga dakilang pilipino is an inspiring collection of biographies that highlights the lives and contributions of notable filipino individuals who have made significant impacts in various fields such as politics, arts, science, and social movements. the book aims to celebrate their achievements and inspire future generations by showcasing their dedication, perseverance, and patriotism.","Filipino, biographies, achievements, inspiration, contributions","Non-Fiction",,"assets/Non-Fiction.png","10","12","0000-00-00","available"
"2099","mga gintong sandali","guzman, gloria v.","2300kh","KH899.2114 G289g",,"mga gintong sandali by gloria guzman is poignant exploration of cherished moments and treasured memories in life. through series of vignettes, the book delves into themes of love, family, and the fleeting nature of time. it captures the essence of life's golden moments, urging readers to appreciate and savor them amidst the mundane.","love, family, memories, time, vignettes","Fiction",,"assets/Fiction.png","39","10","0000-00-00","available"
"2100","mga gintong sandali","guzman, gloria","569033 pl","KH 899.2114 G989g 1994",,"mga gintong sandali by gloria guzman is poignant exploration of cherished moments and treasured memories in life. through series of vignettes, the book delves into themes of love, family, and the fleeting nature of time. it captures the essence of life's golden moments, urging readers to appreciate and savor them amidst the mundane.","Love, Family, Memories, Time, Vignettes","Fiction",,"assets/Fiction.png","30","10","0000-00-00","available"
"2101","mga hibla ng pangarap",,"4478kh","KH899.211 H522 1994","5-Nov-98","""Mga Hibla ng Pangarap"" is a poignant exploration of dreams, aspirations, and the intricate threads that weave individuals' lives together. Through a series of interconnected stories, the book delves into the hopes and struggles of its characters as they navigate personal and societal challenges. Rich in cultural nuances and emotional depth, it offers a reflective look at the pursuit of dreams amidst the realities of life.","Dreams, Aspirations, Cultural, Interconnected, Struggles","Fiction",,"assets/Fiction.png","29","10","0000-00-00","available"
"2102","mga idea at estilo: komposisyong pang kolehiyo sa wikang filipino",,"4333kh","KH499.211 Id2 1995",,"mga idea at estilo: komposisyong pang kolehiyo sa wikang filipino is an educational resource designed to enhance college students' skills in writing compositions in the filipino language. it offers comprehensive guide on various writing styles and techniques, focusing on effectively expressing ideas and arguments. the book includes practical exercises and examples to help students develop proficiency and confidence in their writing abilities.","komposisyong pang kolehiyo, wikang filipino, writing styles, writing techniques, practical exercises","Non-Fiction",,"assets/Non-Fiction.png","15","17","0000-00-00","available"
"2103","mga kuwento ni datu lubay","delos, santos, alex","D350305","PL899.2188193301 D384m 2012","17-Apr-15","mga kuwento ni datu lubay by alex delos santos is collection of folktales that delve into the rich cultural heritage of the panay-bukidnon community in the philippines. through the stories of datu lubay, the book explores themes of bravery, wisdom, and tradition, offering readers glimpse into the indigenous practices and beliefs of this vibrant community.","Panay-Bukidnon, folktales, bravery, wisdom, tradition","Fiction",,"assets/Fiction.png","31","12","0000-00-00","available"
"2104","mga kwentong bayan mula sa asya",,"549607/550121pl","KH398 K969 1995",,"mga kwentong bayan mula sa asya is collection of traditional folktales from various asian countries. the book captures the rich cultural heritage of asia through stories that have been passed down through generations. each tale reflects the unique values, beliefs, and customs of its country of origin, offering readers glimpse into the diverse storytelling traditions that make up the vast tapestry of asian folklore.","folktales, Asia, cultural heritage, storytelling, traditions","Fiction",,"assets/Fiction.png","27","20","0000-00-00","available"
"2105","mga kwentong bayan-bayan mula sa asya",,"3485/3486/3662kh","KH398 K969 1995 v. 5",,"mga kwentong bayan-bayan mula sa asya is collection of folktales from various asian countries, capturing the rich cultural heritage and diverse storytelling traditions of the continent. each story reflects the unique customs, beliefs, and values of its origin, offering readers glimpse into the vibrant tapestry of asian folklore.","folktales, Asia, cultural heritage, storytelling, traditions","Fiction",,"assets/Fiction.png","17","10","0000-00-00","available"
"2106","mga kwentong bayan-bayan mula sa asya",,"3487/3488/3663kh","KH398. K969 1995 v. 6",,"mga kwentong bayan-bayan mula sa asya is collection of folktales from various asian countries, capturing the rich cultural heritage and diverse storytelling traditions of the continent. each story reflects the unique customs, beliefs, and values of its origin, offering readers glimpse into the vibrant tapestry of asian folklore.","folktales, Asia, cultural heritage, storytelling, folklore","Fiction",,"assets/Fiction.png","48","16","0000-00-00","available"
"2107","mga pangulo ng pilipinas",,"799204 pl","PL959.9092 P193 2004","8-May-06","mga pangulo ng pilipinas offers comprehensive overview of the lives, leadership, and legacies of the presidents of the philippines. it explores their significant contributions to the country's history, political challenges, and the impact of their policies on the nation's development.","Philippine presidents, leadership, legacies, political challenges, national development","History",,"assets/History.png","41","19","0000-00-00","available"
"2108","mga piling tula","de jesus, jose corazon","002305plfd","KH899.2111 D368p 1995","16-Nov-01","mga piling tula is collection of poems by jose corazon de jesus, also known as the king of balagtasan. this anthology showcases the beauty of filipino language and culture, capturing the emotional depth and social consciousness of the early 20th century philippines. de jesus's work is known for its lyrical quality and poignant reflections on love, patriotism, and the human condition.","Jose Corazon de Jesus, Filipino poetry, Balagtasan, love, patriotism","Fiction",,"assets/Fiction.png","42","12","0000-00-00","available"
"2109","mga tao sa malacanang: pangulong ng pilipinas","mendez, leonardo","3625/3626kh","KH959.9092 M522t 1992",,"""Mga Tao sa MalacaÃ±ang: Pangulong ng Pilipinas"" by Leonardo Mendez offers an insightful exploration into the lives and leadership styles of the Presidents of the Philippines. The book delves into the personal and political journeys of these leaders, highlighting their contributions, challenges, and the impact of their presidencies on the nation. Through a detailed narrative, Mendez provides a comprehensive look at the complex dynamics within the presidential residence, offering readers a deeper understanding of the individuals who have shaped the country's history from MalacaÃ±ang Palace.","Presidents, Philippines, leadership, Malacañang, history","History",,"assets/History.png","25","17","0000-00-00","available"
"2110","mga tinig mula sa ibaba: kasaysayan ng partido komunista1996","maceda, teresita","605660 pl","KH335.43 M151t 1996",,"mga tinig mula sa ibaba: kasaysayan ng partido komunistaÃ¢1996 by teresita maceda delves into the history of the communist party in the philippines, focusing on the experiences and voices of its members. the book provides an in-depth analysis of the party's evolution, struggles, and influence on the socio-political landscape of the country, highlighting grassroots perspectives and the impact of communism on philippine society.","Communist Party, Philippines, history, grassroots, socio-political.","History",,"assets/History.png","21","13","0000-00-00","available"
"2111","mga tula","woityla, karol","526243 pl","KH899.2111 W829t 1994",,"mga tula by karol woityla, also known as pope john paul ii, is collection of poems that reflect his deep spiritual insights, philosophical thoughts, and personal experiences. the poems explore themes of faith, love, human dignity, and the search for meaning, often drawing on his religious background and polish heritage.","poetry, spirituality, faith, human dignity, Polish heritage","Fiction",,"assets/Fiction.png","47","13","0000-00-00","available"
"2112","mga tula ng pag ibig","guzman, g.v.","2299kh","KH899.2111 G989t",,"mga tula ng pag-ibig by g.v. guzman is collection of heartfelt poems that explore the various dimensions of love. the book delves into themes of romance, longing, joy, and heartbreak, capturing the emotions and experiences that define human relationships. through eloquent verses, guzman reflects on the beauty and complexities of love, offering readers profound and intimate glimpse into the depths of the heart.","love, poetry, romance, heartbreak, relationships","Fiction",,"assets/Fiction.png","43","14","0000-00-00","available"
"2113","mga tuntunin ng patakaran ng sanggunian ni oreandain..","orendain, antonio","226kh","KH320.8 Or3t 1977","4-Jun-97","""Mga Tuntunin ng Patakaran ng Sanggunian"" by Antonio Orendain is a comprehensive guide on the rules and policies governing local legislative bodies in the Philippines. The book delves into the structure, functions, and responsibilities of local councils, providing practical insights and interpretations of legal frameworks. It serves as an essential resource for government officials, legal practitioners, and students interested in understanding the intricacies of local governance and legislative processes in the country.","Local governance, legislative bodies, Philippines, legal frameworks, Antonio Orendain","Law",,"assets/Law.png","23","15","0000-00-00","available"
"2114","mi ultimo adios: in foreign local translations","rizal, jose p.","2642kh","KH899.210 R528m 1990 V. 1","6-Jun-97","mi ultimo adios: in foreign local translations is collection of translations of the final poem written by josÃ£ rizal, national hero of the philippines, before his execution in 1896. the poem, originally written in spanish, reflects his love for his country and his willingness to die for its freedom. this book showcases various translations of the poem, highlighting its universal themes of patriotism, sacrifice, and hope for better future.","Rizal, poem, patriotism, translations, sacrifice","History",,"assets/History.png","45","16","0000-00-00","available"
"2115","mi ultimo adios: in foreign local translations","rizal, jose p.","2643kh","KH899.210R528m 1990 V. 2","6-Jun-97","mi ultimo adios, written by filipino national hero josÃ£ rizal, is poignant farewell poem composed on the eve of his execution in 1896. the collection features translations of the poem into various languages, reflecting its universal themes of patriotism, sacrifice, and love for one's country. the work is testament to rizal's enduring legacy and his profound impact on the philippine struggle for independence.","Rizal, poem, patriotism, sacrifice, independence","History",,"assets/History.png","42","13","0000-00-00","available"
"2116","miami","booth, pat","1488kh","KH823 B644m 1993",,"miami by pat booth is gripping novel that delves into the glamorous yet dangerous underworld of miami, exploring themes of power, ambition, and betrayal. the story follows photographer who becomes entangled with wealthy and influential family, uncovering dark secrets and facing life-threatening situations as she navigates the city's high-stakes environment.","Miami, photographer, underworld, power, betrayal","Fiction",,"assets/Fiction.png","32","17","0000-00-00","available"
"2117","microelectronics circuits","sedra, adel","277kh","KH621.3815 Se29m 1989",,"microelectronic circuits by adel sedra is comprehensive textbook that covers the fundamentals of microelectronics. it provides detailed exploration of electronic circuit design, analysis, and implementation, focusing on both analog and digital circuits. the book is structured to facilitate understanding of complex concepts, offering numerous examples, problems, and practical applications to reinforce learning.","microelectronics, circuits, analog, digital, design","Non-Fiction",,"assets/Non-Fiction.png","11","15","0000-00-00","available"
"2118","microwave meat cookbook",,"1321kh","KH641.5882 M5833 1992","4/6/1997","microwave meat cookbook is culinary guide that offers variety of recipes and techniques for preparing meat dishes using microwave. the book aims to simplify cooking processes without sacrificing flavor or quality, making it easier for home cooks to create delicious meals quickly and efficiently.","microwave, meat, recipes, cooking, efficiency","Culinary",,"assets/Culinary.png","50","10","0000-00-00","available"
"2119","milk is not for everybody: living lactose in tolerance",,"987kh","KH616.3998 C224m 1995","4/6/1997","milk is not for everybody: living lactose intolerance explores the challenges and lifestyle adjustments faced by individuals with lactose intolerance. the book offers practical advice on how to manage symptoms, alternative dietary options, and insights into the science behind lactose intolerance. it also includes personal stories to help readers relate to and navigate their own experiences with the condition.","lactose intolerance, dietary adjustments, symptoms management, alternative options, personal stories","Non-Fiction",,"assets/Non-Fiction.png","30","10","0000-00-00","available"
"2120","mills of justice grind on off an impeached president","villadolid, alice","774350 pl","PL959.9059 V71m 2002","25-Oct-04","""Mills of Justice Grind On Off an Impeached President"" by Alice Villadolid explores the intricate and often slow-moving processes of legal and political accountability following a presidential impeachment. The book delves into the aftermath of such a significant political event, examining how justice continues to unfold and impact both the political landscape and public perception. Villadolid offers a detailed analysis of the mechanisms that ensure democratic integrity, highlighting the resilience and challenges of upholding justice in the face of political turmoil.","Impeachment, accountability, justice, political landscape, democratic integrity","Non-Fiction",,"assets/Non-Fiction.png","11","18","0000-00-00","available"
"2121","mind body communication technique: an alternative way of learning","del villar, carmencita p.","824946 pl","PL302.207 D389m 2006","24-Jan-08","mind body communication technique: an alternative way of learning by carmencita p. del villar explores the interconnectedness of the mind and body in the learning process. the book presents innovative methods for enhancing learning by tapping into the synergy between mental and physical processes. it offers practical exercises and techniques designed to improve concentration, memory, and overall cognitive function by fostering harmonious relationship between mental awareness and physical action.","mind-body connection, learning enhancement, cognitive function, concentration improvement, physical action","Non-Fiction",,"assets/Non-Fiction.png","36","19","0000-00-00","available"
"2122","mindanao harvest: an anthology of contemporary, writing",,"209kh","KH899.210301 M661 1995","6-Jun-97","mindanao harvest: an anthology of contemporary writing is collection showcasing the diverse and vibrant literary voices emerging from mindanao, region in the philippines. the anthology features range of genres, including poetry, short stories, and essays, capturing the rich cultural heritage, social issues, and unique experiences of mindanaoans. the works reflect the complexity and beauty of life in mindanao, offering readers deeper understanding of the region's identity and challenges.","Mindanao, anthology, contemporary writing, cultural heritage, social issues","Non-Fiction",,"assets/Non-Fiction.png","18","15","0000-00-00","available"
"2123","mindoro: social history of philippine island in the 20th century","schult, volker","4357kh","KH959.9145 M661s 1991","6-Jun-97","mindoro: social history of philippine island in the 20th century by volker schult delves into the intricate social and historical developments of mindoro island throughout the 20th century. the book explores the cultural, economic, and political transformations that have shaped the island's identity. schult examines the impact of colonialism, migration, and modernization on the local communities, providing comprehensive analysis of mindoro's evolution in the context of broader philippine history.","Mindoro, colonialism, migration, modernization, Philippines","History",,"assets/History.png","10","19","0000-00-00","available"
"2124","minnie magic",,"3213kh","KH808.899282 M6661992",,"minnie magic is delightful children's story that follows young girl named minnie who discovers her ability to use magic. as she learns to harness her newfound powers, minnie embarks on series of enchanting adventures, teaching valuable lessons about friendship, courage, and self-discovery along the way.","magic, friendship, courage, self-discovery, adventures","Children",,"assets/Children.png","20","17","0000-00-00","available"
"2125","minnies new bike",,"3214kh","KH808.899282 M6661992",,"""Minnie's New Bike"" is a charming children's story that follows Minnie, a young girl who receives a brand-new bicycle. Excited to embark on adventures, Minnie learns valuable lessons about balance, perseverance, and safety as she navigates the challenges of riding. With the support of her friends and family, Minnie gains confidence and discovers the joy of cycling, inspiring young readers to embrace new experiences and overcome obstacles.","Minnie, bicycle, adventure, perseverance, confidence","Children",,"assets/Children.png","12","16","0000-00-00","available"
"2126","minnies sleep-over",,"3215kh","KH808.899282 M6661992",,"minnie's sleep-over follows the charming adventures of minnie mouse as she hosts delightful sleepover with her friends. the story captures the fun, excitement, and occasional mishaps that come with planning the perfect night filled with games, snacks, and storytelling. through teamwork and creativity, minnie ensures everyone has memorable time, highlighting the importance of friendship and cooperation.","Minnie Mouse, sleepover, friendship, teamwork, storytelling","Children",,"assets/Children.png","32","15","0000-00-00","available"
"2127","minsa'y naligaw ang puso","casamiro, lynda","3080kh","KH FicC269m 1994","4-Jun-97","minsa'y naligaw ang puso by lynda casimiro is romantic drama that explores the complexities of love and relationships. the story follows the journey of the protagonist as she navigates through heartache, self-discovery, and the pursuit of true love. along the way, she encounters challenges that test her resilience and ultimately lead to personal growth and understanding of what it truly means to love and be loved.","romance, heartache, self-discovery, resilience, personal growth","Fiction",,"assets/Fiction.png","35","13","0000-00-00","available"
"2128","minutes of the katipunan","nhi","2644kh","KH959.9026 N213m 1978","6-Jun-97","minutes of the katipunan by the national historical institute nhi presents detailed account of the deliberations and decisions made by the katipunan, revolutionary society that played pivotal role in the philippine struggle for independence from spanish rule. the book offers insights into the organization's structure, key personalities involved, and the socio-political context of the time, providing valuable historical documentation and analysis of the filipino revolutionary movement.","Katipunan, Philippine independence, revolutionary society, Spanish rule, historical documentation","History",,"assets/History.png","13","16","0000-00-00","available"
"2129","miracle of birth",,"1489kh","KH612.63 M671 1989",,"""Miracle of Birth"" explores the profound journey of childbirth, offering insights into the physical, emotional, and spiritual aspects of bringing new life into the world. It delves into the biological processes, the challenges faced by expectant parents, and the transformative impact of birth on families. Through personal stories and expert perspectives, the book celebrates the resilience and wonder of human life, highlighting the universal and deeply personal nature of this extraordinary experience.","Childbirth, Resilience, Biological Processes, Personal Stories, Transformation","Non-Fiction",,"assets/Non-Fiction.png","27","18","0000-00-00","available"
"2130","miscellaneous correspondence of dr. jose rizal","rizal, jose p.","2646kh","KH899.2106 R528m 1992","6-Jun-97","miscellaneous correspondence of dr. jose rizal is collection of letters and writings by the filipino nationalist and revolutionary, dr. jose rizal. these documents provide insights into rizal's thoughts, political views, and personal experiences during his lifetime. the correspondence showcases his dedication to the philippine reform movement, his advocacy for independence, and his interactions with other prominent figures of the time.","Jose Rizal, correspondence, Philippine reform, nationalism, independence","History",,"assets/History.png","15","20","0000-00-00","available"
"2131","miss you, daisy?","perle, ruth lener","3210kh","KH808.899282 M666 1992",,"""Miss You, Daisy?"" by Ruth Lener Perle is a heartfelt exploration of love, loss, and the enduring bonds of friendship. Through the story of Daisy, readers are taken on an emotional journey that delves into themes of memory, healing, and the impact of a cherished relationship. As the characters navigate their grief and reminisce about their time with Daisy, they discover resilience and hope, ultimately finding ways to honor her legacy and cherish the memories they hold dear.","Love, Loss, Friendship, Memory, Healing","Fiction",,"assets/Fiction.png","44","19","0000-00-00","available"
"2132","mission earth","hubbard, l. ron","1490kh","KH813.52 H861m 1986",,"mission earth is satirical science fiction series composed of ten volumes, written by l. ron hubbard. the story follows the exploits of soltan gris, member of the voltarian empire, who is tasked with overseeing covert mission to prevent earth from destroying itself due to environmental neglect and to prepare the planet for eventual invasion. however, griss own incompetence and the machinations of others lead to series of comedic and chaotic events that threaten the mission's success.","Satire, Science Fiction, Voltarian Empire, Invasion, Chaos","Fiction",,"assets/Fiction.png","31","19","0000-00-00","available"
"2133","mister touch","bosse, malcolm","1491kh","KH813.54 B654m 1991",,"in mister touch by malcolm bosse, the story unfolds around mysterious and enigmatic figure known as mister touch, who becomes involved in the lives of group of young people. set in world filled with intrigue and adventure, the novel explores themes of power, influence, and the impact of one person's actions on the lives of others. as the characters navigate through their challenges, they are forced to confront their own beliefs and the true nature of mister touch.","Mister Touch, intrigue, adventure, power, influence","Fiction",,"assets/Fiction.png","24","16","0000-00-00","available"
